2025.03.02,17:01,1.258000,1.258000,1.258000,1.258000,0
2025.03.02,17:02,1.258010,1.258010,1.258010,1.258010,0
2025.03.02,17:03,1.258070,1.258140,1.258000,1.258140,0
2025.03.02,17:04,1.258120,1.258120,1.257980,1.257980,0
2025.03.02,17:05,1.257980,1.257980,1.257980,1.257980,0
2025.03.02,17:06,1.257790,1.258100,1.257790,1.258090,0
2025.03.02,17:07,1.258020,1.258020,1.258010,1.258010,0
2025.03.02,17:10,1.258040,1.258040,1.258030,1.258030,0
2025.03.02,17:13,1.258020,1.258020,1.258020,1.258020,0
2025.03.02,17:14,1.258060,1.258060,1.258020,1.258020,0
2025.03.02,17:21,1.258000,1.258000,1.258000,1.258000,0
2025.03.02,17:22,1.258040,1.258040,1.258040,1.258040,0
2025.03.02,17:23,1.258010,1.258010,1.258010,1.258010,0
2025.03.02,17:24,1.258030,1.258030,1.258030,1.258030,0
2025.03.02,17:25,1.258060,1.258240,1.258060,1.258240,0
2025.03.02,17:26,1.258140,1.258180,1.258140,1.258180,0
2025.03.02,17:27,1.258150,1.258180,1.258140,1.258170,0
2025.03.02,17:28,1.258140,1.258140,1.258140,1.258140,0
2025.03.02,17:30,1.258180,1.258180,1.258170,1.258170,0
2025.03.02,17:31,1.258150,1.258180,1.258150,1.258180,0
2025.03.02,17:34,1.258140,1.258320,1.258140,1.258300,0
2025.03.02,17:35,1.258240,1.258240,1.258240,1.258240,0
2025.03.02,17:36,1.258230,1.258300,1.258230,1.258280,0
2025.03.02,17:37,1.258100,1.258100,1.258100,1.258100,0
2025.03.02,17:39,1.258100,1.258100,1.258090,1.258100,0
2025.03.02,17:40,1.258090,1.258090,1.258090,1.258090,0
2025.03.02,17:41,1.258090,1.258100,1.258090,1.258100,0
2025.03.02,17:42,1.258100,1.259110,1.258100,1.258930,0
2025.03.02,17:43,1.258900,1.258940,1.258760,1.258890,0
2025.03.02,17:44,1.258860,1.258930,1.258840,1.258920,0
2025.03.02,17:45,1.258870,1.258920,1.258860,1.258860,0
2025.03.02,17:46,1.258870,1.258880,1.258860,1.258870,0
2025.03.02,17:47,1.258870,1.258880,1.258840,1.258840,0
2025.03.02,17:48,1.258840,1.258910,1.258820,1.258830,0
2025.03.02,17:49,1.258940,1.258940,1.258820,1.258860,0
2025.03.02,17:50,1.258870,1.258900,1.258800,1.258800,0
2025.03.02,17:51,1.258810,1.258810,1.258790,1.258800,0
2025.03.02,17:52,1.258650,1.258800,1.258630,1.258640,0
2025.03.02,17:53,1.258660,1.258830,1.258630,1.258630,0
2025.03.02,17:54,1.258630,1.258780,1.258630,1.258780,0
2025.03.02,17:55,1.258770,1.258850,1.258730,1.258850,0
2025.03.02,17:56,1.258850,1.258860,1.258780,1.258790,0
2025.03.02,17:57,1.258790,1.258840,1.258730,1.258770,0
2025.03.02,17:58,1.258770,1.259180,1.258680,1.259170,0
2025.03.02,17:59,1.259180,1.259290,1.259000,1.259080,0
2025.03.02,18:00,1.259070,1.259340,1.258800,1.259230,0
2025.03.02,18:01,1.259230,1.259290,1.259050,1.259220,0
2025.03.02,18:02,1.259210,1.259340,1.259080,1.259340,0
2025.03.02,18:03,1.259430,1.259550,1.259430,1.259500,0
2025.03.02,18:04,1.259600,1.259610,1.259490,1.259530,0
2025.03.02,18:05,1.259520,1.259560,1.259330,1.259560,0
2025.03.02,18:06,1.259580,1.259810,1.259510,1.259760,0
2025.03.02,18:07,1.259780,1.259970,1.259740,1.259900,0
2025.03.02,18:08,1.259900,1.260250,1.259900,1.260230,0
2025.03.02,18:09,1.260200,1.260400,1.260120,1.260150,0
